,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,y
4471,4,4,5,3,2,4,8,5,7,11,10,9,3,9,1,7,0
4472,1,0,2,0,0,7,7,6,4,7,6,8,2,8,3,8,1
4473,4,7,6,5,4,6,7,1,6,10,7,10,3,8,3,8,0
4474,2,2,4,3,2,8,7,3,9,6,6,8,3,8,6,8,0
4475,2,1,3,3,2,7,8,3,8,6,6,7,2,8,6,7,0
4476,2,1,2,2,1,6,8,7,6,9,7,11,2,10,4,10,0
4477,6,10,7,7,4,3,8,5,7,10,9,9,3,9,2,6,0
4478,4,8,7,6,6,8,7,2,6,7,6,7,5,7,7,8,0
4479,5,5,6,7,3,7,7,15,2,4,6,8,6,8,0,8,0
4480,4,7,5,5,6,7,7,7,4,6,5,8,6,9,7,8,0
4481,3,6,5,4,4,7,7,6,6,6,5,5,3,8,3,7,0
4482,4,7,6,5,4,5,9,2,8,11,7,9,3,9,5,7,0
4483,4,8,5,6,4,8,8,5,7,6,4,7,3,6,5,8,0
4484,4,8,6,6,4,9,5,3,0,8,1,8,2,7,1,8,0
4485,5,10,6,8,4,5,8,7,7,8,10,10,3,9,1,8,0
4486,4,4,5,7,2,7,7,4,15,9,6,8,0,8,8,8,0
4487,2,10,3,7,2,9,7,0,7,13,5,8,0,8,1,8,0
4488,2,1,3,1,2,6,7,5,6,7,6,8,5,8,3,8,0
4489,5,7,6,8,7,7,9,4,4,7,6,7,4,9,9,8,0
4490,5,10,5,8,4,4,7,7,3,7,6,12,3,8,3,11,0
4491,4,7,4,5,4,6,9,8,3,7,5,8,2,7,5,11,0
4492,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8,0
4493,8,11,12,8,10,9,6,3,7,10,5,8,6,8,5,8,0
4494,6,6,8,6,6,8,3,4,5,7,3,9,5,5,6,8,0
4495,7,10,6,6,3,7,6,6,5,10,5,7,4,7,5,7,0
4496,6,7,8,6,8,7,6,5,6,7,5,9,5,6,8,3,0
4497,6,10,8,8,9,8,6,5,6,9,5,7,4,9,7,10,0
4498,4,9,4,6,2,1,14,5,3,12,9,4,0,8,3,6,0
4499,3,7,4,5,3,7,5,12,4,7,11,8,3,9,0,8,0
4500,3,4,6,3,3,7,7,1,6,10,5,9,4,7,4,8,0
4501,3,7,4,4,2,5,11,8,3,7,3,9,3,7,5,11,0
4502,5,9,7,8,8,8,7,2,4,8,6,8,4,10,8,6,0
4503,3,6,5,4,3,7,10,2,2,7,9,8,6,11,0,8,0
4504,4,7,6,5,4,7,9,6,5,7,6,6,5,9,1,6,0
4505,1,0,2,0,1,8,8,4,0,7,8,8,5,10,0,8,0
4506,5,8,7,6,5,4,7,2,6,10,10,11,3,8,3,6,0
4507,2,3,4,2,2,7,7,2,7,11,6,9,2,8,4,8,0
4508,2,3,3,2,2,7,7,5,7,7,6,8,2,8,5,10,0
4509,3,8,6,6,3,12,2,2,2,10,2,9,2,6,2,8,0
4510,2,1,3,2,2,7,8,5,5,7,5,6,2,7,4,8,0
4511,2,3,4,2,1,9,6,3,7,10,4,8,1,8,5,10,0
4512,6,10,5,5,2,6,10,6,5,14,5,5,3,9,4,8,0
4513,1,1,2,1,0,3,12,4,3,11,9,6,0,8,2,7,0
4514,5,7,5,5,4,6,8,5,5,9,8,8,2,8,4,9,0
4515,4,7,5,5,4,7,7,7,4,8,5,10,4,8,3,7,1
4516,5,8,7,7,7,9,8,3,5,8,5,6,3,6,8,8,0
4517,5,11,7,8,8,7,6,8,6,6,6,6,3,8,8,11,0
4518,1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,8,0
4519,3,3,3,4,2,8,6,11,1,6,9,8,7,6,0,8,0
4520,1,3,3,2,1,6,8,3,3,10,7,8,4,8,0,7,0
4521,3,2,4,4,3,7,7,5,5,6,6,5,2,8,6,10,0
4522,4,7,6,6,7,6,7,5,4,7,6,8,6,9,7,10,0
4523,4,11,5,8,3,11,5,4,7,12,2,9,1,6,2,6,0
4524,5,10,7,8,7,9,7,6,6,8,5,5,5,9,4,10,0
4525,5,8,5,6,2,4,12,4,4,10,12,7,3,10,1,8,0
4526,6,11,6,8,5,5,6,5,5,9,8,11,2,9,4,9,0
4527,7,14,6,8,5,7,7,5,4,9,5,6,4,9,9,8,0
4528,3,6,4,7,4,9,8,7,2,5,7,10,3,9,5,9,0
4529,4,5,5,5,4,6,8,3,5,6,6,11,4,9,7,9,0
4530,9,14,8,8,6,7,11,3,4,12,6,4,6,8,9,5,0
4531,6,11,9,8,8,8,8,5,6,10,6,5,6,9,6,11,0
4532,6,9,8,7,7,6,7,5,5,7,6,8,6,7,7,11,0
4533,5,8,8,6,5,3,7,4,5,11,12,11,6,9,3,7,0
4534,3,2,4,3,2,5,4,5,7,2,2,5,1,7,1,6,0
4535,5,9,7,8,8,9,8,4,5,7,6,8,5,10,9,11,0
4536,5,11,5,8,3,5,10,10,4,9,6,5,2,10,4,8,0
4537,7,10,6,5,4,7,6,4,4,9,8,5,3,10,4,4,0
4538,5,7,6,5,4,9,7,4,7,10,3,7,2,7,5,10,0
4539,3,5,4,6,4,9,10,6,2,4,7,11,2,9,5,10,0
4540,2,4,3,5,1,5,14,1,6,9,11,7,0,8,0,8,0
4541,4,11,7,8,4,7,10,1,7,6,12,9,1,11,2,8,0
4542,3,7,4,5,3,8,7,11,1,6,9,8,8,6,0,8,0
4543,4,8,5,6,2,7,7,8,7,7,6,8,3,8,4,8,1
4544,4,9,6,7,3,6,8,1,8,10,9,8,3,8,4,7,0
4545,6,11,8,8,8,5,9,3,4,9,8,9,9,8,7,3,0
4546,4,8,6,6,6,8,7,4,5,9,5,6,3,8,6,9,0
4547,2,3,4,2,2,8,6,1,7,11,5,9,2,8,4,10,0
4548,3,7,4,5,2,7,9,14,2,7,3,8,3,8,0,8,0
4549,5,9,8,7,4,5,8,2,8,11,11,9,3,9,4,6,0
4550,4,8,4,6,2,3,7,8,2,7,6,11,4,8,2,11,0
4551,4,9,5,7,5,8,6,7,3,10,5,9,3,8,3,7,1
4552,4,6,6,9,7,9,10,6,3,7,7,7,6,11,6,5,0
4553,6,10,7,8,4,6,8,7,8,13,8,10,2,11,3,7,0
4554,6,9,8,6,7,7,7,6,3,5,8,9,11,8,6,4,0
4555,5,5,6,8,2,8,4,14,6,6,14,8,3,9,0,8,0
4556,6,10,8,7,8,8,8,6,4,8,6,7,5,11,9,11,0
4557,1,0,1,1,0,7,7,5,7,7,6,13,0,8,4,10,0
4558,5,9,6,7,5,8,7,8,7,7,6,8,3,8,4,8,1
4559,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8,0
4560,4,6,6,4,5,7,9,5,3,6,6,8,4,8,6,7,0
4561,5,8,8,6,4,7,8,6,9,5,9,8,3,9,1,8,0
4562,4,7,5,7,3,8,7,8,6,6,7,9,3,8,5,9,0
4563,5,11,7,8,6,7,7,4,8,7,6,6,3,8,5,8,0
4564,6,12,6,7,4,6,10,3,5,13,6,3,3,10,5,6,0
4565,3,9,4,7,4,8,8,5,7,5,5,6,0,8,8,8,0
4566,2,4,5,3,2,7,8,2,9,11,7,6,1,8,5,7,0
4567,7,12,7,7,4,5,8,3,5,10,9,11,5,9,3,7,0
4568,6,9,8,7,8,9,5,7,4,7,5,7,6,7,8,9,0
4569,5,10,8,8,5,8,9,5,5,12,4,3,2,10,4,8,0
4570,3,5,4,7,2,5,6,11,7,5,5,5,3,8,4,8,0
4571,7,9,9,8,9,6,7,5,7,6,3,7,5,10,9,5,0
4572,2,2,2,2,1,7,8,5,2,7,8,10,2,9,4,8,0
4573,4,11,6,9,5,8,4,0,8,9,3,10,2,5,3,9,0
4574,6,10,8,7,5,8,9,2,5,9,4,6,5,9,1,7,0
4575,3,6,5,4,2,7,12,3,4,8,12,8,3,10,1,8,0
4576,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
4577,6,10,5,5,2,8,4,5,4,9,3,8,4,6,5,9,0
4578,6,10,6,8,4,6,10,10,5,7,5,8,3,8,6,10,0
4579,5,10,7,8,7,7,8,7,5,8,7,7,7,8,3,7,0
4580,4,10,6,8,5,6,7,8,7,8,8,7,3,10,6,10,0
4581,4,6,5,5,6,8,7,5,4,7,6,9,6,8,8,4,0
4582,6,11,8,8,5,4,10,4,9,11,10,9,2,8,5,4,0
4583,4,10,6,8,4,4,9,5,6,5,7,14,4,8,5,7,0
4584,6,10,9,8,8,5,12,2,2,8,8,9,9,14,2,8,0
4585,1,3,2,1,1,6,12,2,3,8,11,8,2,11,0,8,0
4586,2,7,3,4,2,7,6,14,2,7,8,8,3,8,0,8,0
4587,2,8,3,6,1,13,3,9,4,13,4,12,1,6,0,8,0
4588,4,7,4,5,3,6,7,9,7,7,6,7,2,8,8,9,0
4589,5,8,8,6,3,3,9,4,4,11,11,10,5,8,1,7,0
4590,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
4591,5,11,5,6,3,7,4,3,5,11,7,12,3,7,6,8,0
4592,5,8,7,10,7,11,5,5,4,9,3,8,3,6,6,9,0
4593,10,12,10,7,4,9,8,4,8,9,1,5,5,6,3,9,0
4594,3,6,4,4,3,7,8,5,10,7,7,9,1,9,7,8,0
4595,6,7,8,5,4,11,7,3,6,10,1,4,5,9,1,7,0
4596,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,0
4597,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,0
4598,3,7,4,5,2,7,7,4,14,9,6,8,0,8,8,8,0
4599,10,12,9,6,4,10,6,3,8,10,4,7,4,12,4,9,0
4600,4,9,3,5,3,6,8,6,4,9,7,9,5,9,4,8,1
4601,2,4,4,6,1,7,14,0,6,7,11,8,0,8,0,8,0
4602,4,7,6,5,3,7,7,2,10,12,6,8,1,9,6,8,0
4603,5,10,7,8,6,6,6,6,4,7,6,9,5,8,7,10,0
4604,7,11,8,8,4,7,7,13,2,7,10,8,9,6,0,8,0
4605,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,0
4606,2,3,2,2,1,4,11,3,5,11,10,5,1,11,2,6,0
4607,6,6,7,8,3,8,5,8,9,6,5,10,2,8,6,11,0
4608,5,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,0
4609,3,5,6,4,3,9,8,3,5,10,3,5,5,9,1,8,0
4610,5,11,6,8,4,5,7,10,10,6,5,6,3,8,4,8,0
4611,4,7,4,5,2,5,7,10,8,7,6,5,3,8,4,8,0
4612,2,9,4,6,1,7,14,0,6,7,11,8,0,8,0,8,0
4613,2,5,4,3,2,7,3,2,8,8,2,9,1,7,3,8,0
4614,3,6,4,4,3,6,7,5,5,10,8,10,2,9,4,9,0
4615,5,8,7,6,8,8,6,5,2,7,5,8,9,9,5,11,1
4616,5,10,5,7,3,5,10,9,4,7,4,8,3,7,6,11,0
4617,6,13,5,7,3,10,4,5,5,10,3,10,4,5,4,10,0
4618,3,1,4,2,2,7,7,3,9,6,6,8,3,8,6,8,0
4619,1,3,2,1,1,7,3,1,6,9,3,10,0,7,2,9,0
4620,6,6,6,4,4,2,11,2,2,10,10,8,6,11,1,7,0
4621,0,0,1,1,0,12,4,5,3,12,4,10,0,7,0,8,0
4622,3,7,5,5,2,5,12,4,6,12,9,4,1,10,3,4,0
4623,2,5,3,4,2,5,10,4,5,10,9,5,2,10,3,6,0
4624,2,4,3,3,1,6,8,7,8,8,7,14,1,9,4,10,0
4625,2,7,3,5,2,5,8,7,7,8,8,13,2,9,4,10,0
4626,5,9,5,7,2,7,4,14,5,7,14,8,3,9,0,8,0
4627,8,11,7,8,4,3,11,3,4,10,12,8,3,10,1,7,0
4628,2,5,4,4,2,6,4,1,8,8,2,10,0,7,2,8,0
4629,2,3,3,2,2,7,8,3,8,6,6,7,2,8,5,7,0
4630,4,6,6,5,6,7,7,4,4,7,6,8,6,10,7,7,0
4631,7,8,9,7,10,7,6,5,4,7,7,9,8,10,9,7,0
4632,6,10,6,5,4,9,6,3,7,10,4,7,5,7,8,7,0
4633,4,9,4,7,2,0,2,4,6,1,0,8,0,8,0,8,0
4634,1,0,1,1,0,5,10,6,1,9,6,4,1,9,2,8,0
4635,3,4,5,3,2,9,6,1,8,10,4,7,2,8,3,8,0
4636,8,12,6,6,2,5,11,5,8,11,8,9,1,7,5,8,0
4637,6,10,7,8,4,7,7,13,2,7,9,8,9,6,0,8,0
4638,3,6,4,4,1,5,11,2,2,8,12,8,1,11,0,8,0
4639,6,11,9,8,9,6,8,5,6,6,5,8,3,7,5,9,0
4640,3,8,5,5,2,9,6,3,1,8,0,8,2,7,1,8,0
4641,4,3,5,5,4,8,8,6,2,5,7,10,3,9,6,9,0
4642,3,3,4,1,2,8,6,6,4,6,7,8,6,5,2,7,0
4643,5,5,6,3,3,4,8,5,8,10,9,9,3,9,2,6,0
4644,6,9,6,6,5,6,11,4,6,11,9,5,3,12,2,4,0
4645,2,8,3,6,1,13,2,8,4,13,4,12,1,6,0,8,0
4646,4,7,6,5,5,9,7,2,4,9,6,7,7,5,2,7,0
4647,4,11,5,8,3,8,8,9,7,7,8,8,3,8,4,8,1
4648,5,9,6,7,6,8,6,8,5,7,6,9,3,8,4,6,0
4649,7,10,9,8,8,7,4,6,4,7,6,9,5,9,9,8,0
4650,4,5,6,5,5,7,8,5,4,7,5,7,6,9,5,3,0
4651,3,7,4,5,2,6,4,1,9,8,2,11,0,7,2,8,0
4652,4,9,6,7,3,8,10,1,8,5,12,8,1,11,2,8,0
4653,5,9,7,7,5,9,6,2,9,11,4,9,3,7,7,9,0
4654,9,11,9,6,5,5,8,2,4,7,9,7,10,10,2,5,0
4655,2,3,4,1,1,4,9,2,6,10,9,10,3,8,2,7,0
4656,1,0,1,0,0,8,7,6,3,6,6,8,2,8,3,8,0
4657,2,3,3,4,1,5,8,6,8,7,7,12,1,7,4,9,0
4658,2,3,2,2,2,6,8,4,4,7,5,7,2,7,3,8,0
4659,3,4,3,3,1,5,11,3,7,11,9,5,1,11,2,5,0
4660,3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5,0
4661,3,5,5,4,2,8,7,2,10,12,5,9,1,8,6,9,0
4662,3,4,4,6,2,7,7,4,14,9,6,8,0,8,8,8,0
4663,4,3,4,4,2,7,7,12,1,7,9,8,8,6,0,8,0
4664,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,0
4665,4,10,5,8,5,8,8,8,5,6,8,9,3,8,3,7,1
4666,2,1,3,2,2,7,7,5,7,7,6,8,2,8,5,10,0
4667,5,9,5,4,3,6,6,5,4,9,10,6,3,9,2,5,0
4668,2,3,4,2,2,7,7,1,8,11,6,9,1,8,4,8,0
4669,7,10,6,5,3,10,4,4,7,12,3,11,3,7,7,11,0
4670,2,2,3,4,3,7,7,5,6,7,6,7,3,7,5,8,0
4671,7,10,7,8,5,5,11,3,6,11,10,5,2,12,2,4,0
4672,4,9,6,7,6,7,7,5,8,7,7,9,3,8,5,9,0
4673,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,8,0
4674,3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,7,0
4675,4,7,5,5,4,7,7,7,6,6,7,9,3,10,6,7,0
4676,3,6,5,5,5,7,8,5,2,7,7,8,6,11,7,7,0
4677,3,7,4,5,2,5,7,10,8,7,6,5,3,8,4,8,0
4678,4,4,5,3,2,4,10,3,2,9,9,7,6,11,1,7,0
4679,5,5,5,8,3,7,7,15,2,4,6,8,6,8,0,8,0
4680,4,4,7,3,4,7,5,3,4,10,8,9,7,5,2,8,0
4681,5,7,7,5,4,8,9,4,6,8,4,8,3,6,5,11,0
4682,4,10,7,8,3,4,10,2,8,10,12,9,1,10,2,7,0
4683,5,7,5,5,3,7,11,3,8,11,9,4,2,12,3,5,0
4684,8,12,10,7,5,9,4,3,2,10,2,9,10,1,1,8,0
4685,4,9,4,6,4,6,10,8,3,7,4,8,2,7,5,11,0
4686,3,7,4,5,4,9,8,6,4,5,9,7,2,8,7,5,0
4687,3,6,5,4,1,7,8,2,8,15,6,8,0,7,0,7,0
4688,2,3,3,2,1,5,12,3,6,11,9,5,1,10,1,5,0
4689,2,2,3,4,2,5,10,4,4,10,8,4,1,10,3,7,0
4690,5,5,6,5,5,7,7,4,6,7,4,8,4,7,5,6,0
4691,4,10,6,8,6,5,7,4,7,6,6,11,3,8,6,9,0
4692,5,10,7,8,4,9,9,4,2,5,13,8,4,9,1,7,0
4693,5,10,5,8,3,3,11,5,4,12,12,8,2,10,1,8,0
4694,5,9,5,6,3,2,11,4,4,11,12,8,2,10,1,7,0
4695,5,11,6,8,3,4,12,9,2,10,6,4,1,10,4,8,0
4696,4,7,6,5,3,6,8,1,8,10,8,9,3,8,3,7,0
4697,7,12,6,6,6,8,8,4,5,9,6,7,6,7,8,7,0
4698,3,5,5,3,2,4,8,5,7,11,10,12,1,9,2,7,0
4699,5,8,7,6,5,8,9,5,4,11,4,4,2,10,3,8,0
4700,7,9,10,7,7,3,7,4,5,10,11,11,10,6,4,7,0
4701,5,9,7,6,8,7,8,5,3,8,5,8,4,8,10,7,0
4702,5,11,6,8,3,7,7,15,1,7,7,8,3,8,0,8,0
4703,2,7,3,5,1,12,2,9,4,13,5,13,1,6,0,8,0
4704,4,7,5,5,4,8,8,13,1,6,6,7,6,8,1,10,0
4705,4,8,6,6,4,9,7,3,6,10,5,8,2,9,5,9,0
4706,4,9,4,7,6,6,8,8,5,7,5,7,2,8,7,10,0
4707,5,7,6,5,6,8,9,7,3,8,4,6,5,7,7,9,0
4708,3,5,4,7,1,7,14,0,6,7,11,8,0,8,0,8,0
4709,2,7,3,5,3,9,7,1,5,10,4,7,0,7,1,6,0
4710,2,11,2,8,2,8,7,0,8,7,6,7,0,8,3,7,0
4711,2,4,4,3,2,8,2,2,2,7,2,8,2,6,2,7,0
4712,4,8,5,6,4,6,8,2,8,11,7,9,2,8,5,7,0
4713,9,15,8,9,4,11,2,4,5,11,2,10,3,6,5,12,0
4714,3,7,4,5,4,9,5,6,5,7,8,8,3,9,7,4,0
4715,3,9,4,6,2,9,13,0,6,6,10,8,0,8,0,8,0
4716,1,0,2,0,0,8,8,4,6,5,6,7,0,8,7,8,0
4717,2,3,4,4,1,8,8,4,2,6,13,8,3,10,0,8,0
4718,3,5,6,3,3,7,6,2,8,11,6,10,2,8,4,9,0
4719,3,5,5,6,4,11,5,3,2,8,4,9,4,8,5,11,0
4720,2,1,3,2,1,7,7,7,6,7,6,8,2,8,3,8,1
4721,5,6,7,6,7,7,8,6,5,7,6,7,6,9,7,10,0
4722,3,4,4,3,2,6,10,2,8,11,9,5,1,10,3,4,0
4723,6,6,5,9,4,7,8,4,2,11,7,7,3,9,10,6,0
4724,3,4,4,3,1,5,9,5,7,12,9,11,1,10,3,7,0
4725,5,10,6,8,5,7,8,8,5,10,8,8,3,8,3,8,1
4726,2,6,4,4,1,8,8,4,2,6,13,8,3,10,0,8,0
4727,6,11,8,8,5,7,11,6,4,12,5,2,1,11,4,9,0
4728,6,11,6,6,3,6,5,4,5,6,8,8,5,7,2,8,0
4729,2,3,2,2,1,4,11,2,6,11,10,5,1,10,1,5,0
4730,4,10,5,7,3,5,10,9,4,7,4,8,3,7,6,11,0
4731,5,7,7,6,7,8,6,5,5,7,6,8,7,10,6,7,0
4732,2,7,3,5,2,8,7,7,7,7,7,8,2,9,9,8,0
4733,7,9,8,4,3,9,6,4,4,13,2,7,6,8,0,7,0
4734,2,5,4,4,3,8,8,3,5,10,6,6,3,7,5,9,0
4735,2,3,4,2,2,7,9,2,6,13,6,5,2,9,2,7,0
4736,3,2,4,3,2,7,12,2,7,7,11,8,1,11,1,7,0
4737,2,4,3,3,2,8,7,3,5,9,6,6,2,8,5,9,0
4738,5,8,8,7,7,7,7,2,4,7,3,8,6,4,8,11,0
4739,6,11,5,6,3,7,9,2,6,11,6,5,2,10,5,6,0
4740,3,9,5,6,3,7,12,2,8,7,12,8,1,11,1,8,0
4741,3,5,6,4,3,7,10,4,4,12,4,3,1,10,3,8,0
4742,5,11,7,8,6,7,11,2,7,7,11,8,2,12,1,8,0
4743,2,1,2,2,1,8,7,7,4,7,6,8,2,8,3,8,1
4744,3,5,3,4,2,5,10,4,5,10,9,5,1,10,3,7,0
4745,3,7,3,5,3,6,10,8,4,7,3,9,2,6,4,10,0
4746,2,9,4,6,4,10,7,3,3,9,3,6,2,7,7,7,0
4747,9,13,9,7,5,5,9,2,2,7,10,8,10,12,1,6,0
4748,4,8,7,6,3,7,7,1,8,10,7,9,3,8,3,7,0
4749,3,7,4,5,2,6,14,1,5,8,10,7,0,8,0,8,0
4750,3,11,4,8,3,1,13,4,4,12,10,7,0,8,2,6,0
4751,8,15,7,8,4,7,9,4,7,4,4,9,5,8,2,8,0
4752,3,6,4,4,2,4,9,6,7,12,9,10,2,10,3,7,0
4753,3,8,4,6,2,7,7,4,14,9,6,8,0,8,8,8,0
4754,4,8,5,6,4,6,6,8,7,6,6,7,2,8,9,10,0
4755,6,9,9,7,6,6,13,7,2,12,5,2,1,11,4,8,0
4756,4,8,6,6,4,8,7,6,6,9,5,7,3,8,5,11,0
4757,2,4,4,3,2,7,9,2,6,13,6,6,1,9,2,8,0
4758,6,11,6,8,3,4,9,9,2,7,3,11,4,8,2,11,0
4759,4,8,5,6,3,7,6,8,5,7,5,8,3,8,3,8,1
4760,6,10,6,7,4,4,12,1,2,8,10,7,6,12,2,7,0
4761,4,7,6,5,4,7,8,2,7,11,6,9,3,8,4,9,0
4762,5,11,6,8,5,9,7,5,7,10,4,5,3,8,3,8,0
4763,9,15,8,8,4,9,2,4,5,12,4,13,2,7,6,8,0
4764,4,8,6,6,5,6,8,5,6,6,5,7,3,7,5,8,0
4765,5,7,5,5,5,5,9,3,3,9,7,7,6,11,3,6,0
4766,2,3,4,2,2,9,7,2,5,10,5,6,2,8,4,9,0
4767,6,12,4,6,2,5,10,5,8,11,8,9,2,8,5,8,0
4768,4,10,4,8,1,0,0,6,6,0,0,5,0,8,0,8,0
4769,3,5,4,4,3,5,10,4,4,10,8,4,1,10,3,7,0
4770,5,10,7,9,8,7,7,6,4,7,6,8,7,10,8,11,0
4771,4,4,6,6,1,7,10,3,2,7,13,8,2,11,0,8,0
4772,1,1,2,1,0,8,7,4,7,5,6,7,0,8,7,8,0
4773,6,14,6,8,4,8,4,3,4,12,8,11,4,9,6,10,0
4774,6,10,9,7,7,8,7,5,6,9,5,6,3,7,7,10,0
4775,6,11,6,6,5,7,8,3,6,8,3,8,6,6,6,7,0
4776,2,2,3,3,2,7,7,5,9,6,6,8,1,8,7,8,0
4777,4,9,5,7,4,6,8,6,8,7,6,13,1,8,4,9,0
4778,8,14,8,8,5,7,7,2,9,11,7,9,4,7,7,5,0
4779,7,11,10,8,13,11,5,3,3,9,4,8,11,8,4,8,0
4780,5,7,7,5,4,5,8,4,6,10,9,9,3,8,3,7,0
4781,5,10,7,8,6,6,7,7,7,8,9,8,4,9,7,7,0
4782,8,14,7,8,4,5,11,2,7,12,8,6,3,8,5,3,0
4783,2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9,0
4784,1,0,2,1,0,8,7,7,4,7,6,8,2,8,3,8,1
4785,3,4,6,3,3,7,7,3,6,10,6,8,3,8,3,7,0
4786,3,5,4,8,7,8,7,5,1,7,6,7,6,9,5,9,0
4787,7,9,9,7,7,6,7,1,7,9,6,10,4,8,4,8,0
4788,6,8,6,9,6,8,7,7,4,8,7,10,3,8,6,8,0
4789,4,6,5,5,5,7,9,2,6,8,6,8,3,6,6,7,0
4790,4,6,6,9,4,12,3,3,6,10,2,8,1,7,5,11,0
4791,4,8,5,6,2,3,1,7,9,0,1,3,0,7,1,5,0
4792,9,13,10,7,5,7,7,2,9,11,5,8,4,7,4,7,0
4793,6,11,6,6,4,11,3,4,5,12,3,9,3,9,7,12,0
4794,4,5,6,3,4,6,11,2,2,7,9,8,8,11,1,8,0
4795,3,6,4,4,2,6,8,2,5,14,7,9,1,6,0,7,0
4796,2,3,3,1,1,8,2,2,1,7,2,8,2,7,2,7,0
4797,1,0,2,0,0,5,11,7,1,9,6,4,1,9,3,8,0
4798,2,3,4,1,2,5,6,3,4,10,10,10,4,7,1,7,0
4799,4,11,6,8,2,8,15,1,6,7,11,8,0,8,0,8,0
4800,3,2,4,3,2,6,10,4,5,10,9,4,2,10,3,6,0
4801,9,15,8,8,5,5,7,4,3,9,9,6,4,9,4,4,0
4802,2,6,2,4,1,13,2,8,4,13,4,12,0,7,0,8,0
4803,4,8,6,6,4,9,7,2,5,13,4,5,1,10,3,10,0
4804,5,5,5,7,3,6,7,10,10,7,7,6,3,8,4,8,0
4805,5,7,7,6,8,5,7,5,4,6,5,8,11,7,5,9,0
4806,3,4,5,3,2,6,10,3,6,13,7,5,1,10,2,7,0
4807,3,1,5,3,3,7,11,3,2,6,9,8,7,11,0,8,0
4808,3,3,4,2,2,6,8,5,7,6,9,9,3,10,1,7,0
4809,4,8,6,6,2,9,6,2,8,15,4,8,0,7,0,8,0
4810,5,5,7,7,8,8,7,4,2,7,8,7,7,12,5,7,0
4811,5,10,6,8,3,7,7,4,15,9,6,8,0,8,8,8,0
4812,5,9,6,7,7,5,6,3,4,7,6,11,6,9,3,8,0
4813,3,2,4,3,3,7,7,5,8,7,5,8,2,8,6,9,0
4814,4,7,5,5,4,6,6,1,6,10,7,10,3,8,3,8,0
4815,5,11,7,8,5,4,9,6,7,9,11,10,3,9,1,8,0
4816,7,11,7,6,5,9,7,3,5,10,5,7,6,7,7,8,0
4817,3,4,4,6,1,7,7,4,4,7,6,8,3,8,4,8,0
4818,4,11,4,9,4,6,8,6,10,7,7,9,2,9,8,8,0
4819,2,3,3,2,1,7,7,7,4,7,6,8,2,8,2,8,1
4820,5,5,6,7,2,7,7,5,4,7,6,8,3,8,4,8,0
4821,5,10,6,8,7,8,5,7,3,8,6,8,6,5,6,10,0
4822,2,3,4,4,1,8,10,2,2,6,13,8,2,11,0,8,0
4823,3,10,4,8,3,7,9,0,7,13,6,7,0,9,2,7,0
4824,5,11,7,8,9,8,5,5,2,8,7,8,6,8,5,8,0
4825,5,11,7,8,8,9,7,4,4,8,4,6,4,7,6,4,0
4826,5,10,5,7,3,3,8,5,7,11,10,13,1,9,3,8,0
4827,3,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,0
4828,3,8,4,5,2,5,10,10,4,8,6,5,2,10,4,8,0
4829,2,5,3,3,2,7,7,8,4,7,6,8,2,8,3,8,1
4830,3,7,4,5,3,7,8,7,4,8,7,10,3,8,3,9,1
4831,2,6,4,4,2,11,3,3,2,10,1,9,2,6,2,8,0
4832,3,6,4,4,4,7,8,4,6,6,5,7,3,7,5,8,0
4833,4,2,6,4,4,8,11,2,2,6,9,8,9,13,1,7,0
4834,4,6,5,4,3,8,8,7,8,9,5,3,3,8,4,6,0
4835,3,8,4,6,2,8,14,0,5,6,10,8,0,8,0,8,0
4836,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,0
4837,4,8,6,10,7,9,10,3,1,8,7,6,3,10,8,7,0
4838,3,7,5,5,4,8,7,3,5,10,5,6,3,8,3,8,0
4839,5,9,7,7,6,10,6,3,5,10,3,7,4,6,4,10,0
4840,7,10,6,6,4,8,5,4,5,10,6,9,5,7,7,10,0
4841,5,8,8,7,7,7,7,2,5,7,9,10,5,11,3,7,0
4842,2,1,3,1,1,7,4,2,0,7,1,8,3,6,1,8,0
4843,4,10,5,8,4,5,12,4,7,9,12,7,2,12,1,7,0
4844,9,13,6,7,4,5,8,6,4,10,8,9,5,10,5,8,1
4845,5,8,6,6,3,8,8,1,6,14,5,7,1,6,1,8,0
4846,4,4,6,6,6,9,10,5,4,6,7,7,5,10,7,5,0
4847,6,15,6,8,4,7,5,3,5,11,7,11,3,8,6,9,0
